Name,City,Income,Credit Score,Loan Amount,Years Employed,Loan Approved,Income to Loan Ratio,Credit Band,Employment Band,Income Band ,Approval Flag,Risk Indicator 
Sandra Miller,New Colton,86057,536,35842,24,No,2,Poor,10+ Years,80k–99k,0,Medium
Joseph Wright,New Kara,103519,725,49896,6,Yes,2,Good,6–10 Years,100k+,1,Low
Laura Craig,Andradeburgh,31267,484,37042,25,No,1,Poor,10+ Years,<40k,0,Medium
Mary Ferguson,Mahoneymouth,44663,632,25361,26,No,2,Fair,10+ Years,40k–59k,0,Medium
Jessica Swanson,New Amy,39862,684,37060,16,No,1,Fair,10+ Years,<40k,0,Medium
Jesse Moyer,Lake Austinport,145750,316,34922,8,No,4,Poor,6–10 Years,100k+,0,Medium
Elizabeth Evans MD,Andrewview,120573,823,37459,36,Yes,3,Excellent,10+ Years,100k+,1,Low
Brittney Johnson,Ericview,148479,675,39152,15,Yes,4,Fair,10+ Years,100k+,1,Medium
Robert Davis,Carrollborough,49536,379,48420,20,No,1,Poor,10+ Years,40k–59k,0,Medium
Carrie Petersen,New Dawnton,101511,690,6143,3,Yes,17,Fair,3–5 Years,100k+,1,Medium
Felicia Hobbs,Butlerville,34722,532,49999,38,No,1,Poor,10+ Years,<40k,0,Medium
Madison Chen,West Alicemouth,139392,453,22419,32,No,6,Poor,10+ Years,100k+,0,Medium
Brittany Nunez,Maddoxshire,78393,816,6903,14,Yes,11,Excellent,10+ Years,60k–79k,1,Low
Richard Hernandez,Christophershire,106350,350,36923,25,No,3,Poor,10+ Years,100k+,0,Medium
James Hamilton,Port Dennis,102420,502,32972,25,No,3,Poor,10+ Years,100k+,0,Medium
Christina Gilbert,East Charles,49410,740,22195,36,Yes,2,Good,10+ Years,40k–59k,1,Low
Michael Henderson,Jamesstad,86333,324,20976,10,No,4,Poor,6–10 Years,80k–99k,0,Medium
Lisa Branch MD,South Brady,46704,539,14086,23,No,3,Poor,10+ Years,40k–59k,0,Medium
Nicholas Miller,East Stacyberg,35482,594,1900,21,No,19,Poor,10+ Years,<40k,0,Medium
Ashley Cole,West Jasonside,70404,516,14356,34,No,5,Poor,10+ Years,60k–79k,0,Medium
Deanna Webb,Lake Holly,77795,318,25681,37,No,3,Poor,10+ Years,60k–79k,0,Medium
Kelsey Scott,West Jamesview,147831,354,31471,0,No,5,Poor,0–2 Years,100k+,0,Medium
Matthew Alvarado,Michelletown,134349,599,43559,24,Yes,3,Poor,10+ Years,100k+,1,Medium
James Bray,West Toddside,142814,390,13217,12,Yes,11,Poor,10+ Years,100k+,1,Medium
Judith House,North Johnhaven,35229,612,22860,31,No,2,Fair,10+ Years,<40k,0,Medium
Christopher Reed,Michaelport,147823,541,33850,17,No,4,Poor,10+ Years,100k+,0,Medium
Lori Johns,New Stacybury,76898,455,23399,25,No,3,Poor,10+ Years,60k–79k,0,Medium
Anita Reyes,South John,57535,456,28948,19,No,2,Poor,10+ Years,40k–59k,0,Medium
Erin Daniels,Lake Dillon,119399,507,10051,19,Yes,12,Poor,10+ Years,100k+,1,Medium
Stephanie Browning,Forbesberg,62706,461,21807,4,No,3,Poor,3–5 Years,60k–79k,0,Medium
Tiffany Wilson,Maryberg,117416,330,21885,26,No,5,Poor,10+ Years,100k+,0,Medium
Elizabeth Reese,Edwinborough,43473,409,9620,11,No,5,Poor,10+ Years,40k–59k,0,Medium
William Jensen,New Jesse,76357,326,24544,5,No,3,Poor,3–5 Years,60k–79k,0,Medium
Karen Shaw,Josephstad,132251,488,26392,31,No,5,Poor,10+ Years,100k+,0,Medium
Christopher Perez,Durantown,103385,576,28069,14,No,4,Poor,10+ Years,100k+,0,Medium
Virginia Todd,East Saramouth,145885,801,46079,20,Yes,3,Excellent,10+ Years,100k+,1,Low
Stacy Patterson,New Jillfurt,144650,620,26831,39,Yes,5,Fair,10+ Years,100k+,1,Medium
Laura Herrera,New Danielmouth,83264,343,17103,33,No,5,Poor,10+ Years,80k–99k,0,Medium
Victoria Williams,Blackton,111351,494,20082,28,No,6,Poor,10+ Years,100k+,0,Medium
Eric Carey,Jacksonport,128235,355,46216,33,No,3,Poor,10+ Years,100k+,0,Medium
Julie Lucas,Lake Vincentburgh,50257,438,26760,26,No,2,Poor,10+ Years,40k–59k,0,Medium
Alexander Chavez,South Christopher,61029,631,46332,10,No,1,Fair,6–10 Years,60k–79k,0,Medium
Becky Wilson,Waltersland,143325,836,47352,24,Yes,3,Excellent,10+ Years,100k+,1,Low
Vanessa Salazar,South Andrea,51299,344,12199,21,No,4,Poor,10+ Years,40k–59k,0,Medium
Mary Hernandez,East Kayla,134842,352,28497,19,No,5,Poor,10+ Years,100k+,0,Medium
Randy Griffin,North Rachel,136269,507,1231,39,Yes,111,Poor,10+ Years,100k+,1,Medium
Alexandria Jimenez,Stephenstown,53206,805,16589,13,Yes,3,Excellent,10+ Years,40k–59k,1,Low
Karen Ortiz,New Carolbury,145528,584,41616,40,Yes,3,Poor,10+ Years,100k+,1,Medium
Samantha Williams,North Denise,84040,337,10527,2,No,8,Poor,0–2 Years,80k–99k,0,Medium
Sara Evans,North Danielburgh,33248,465,45046,18,No,1,Poor,10+ Years,<40k,0,Medium
Melissa Larson,South Kara,53509,668,3348,5,Yes,16,Fair,3–5 Years,40k–59k,1,Medium
Erica Merritt,Port Ronaldside,126542,366,20191,30,No,6,Poor,10+ Years,100k+,0,Medium
Michael Hill,Warrenborough,73540,359,8163,36,No,9,Poor,10+ Years,60k–79k,0,Medium
Lori Benitez,Ramseyport,132548,737,40901,20,Yes,3,Good,10+ Years,100k+,1,Low
Kenneth Hanson,New Anna,83964,832,48787,40,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Dr. Stephen Hall IV,North David,135150,776,41990,7,Yes,3,Excellent,6–10 Years,100k+,1,Low
Christine Gilbert,Gutierrezmouth,117806,658,37727,40,Yes,3,Fair,10+ Years,100k+,1,Medium
Martin Vaughn,Kristyport,143254,607,34206,35,Yes,4,Fair,10+ Years,100k+,1,Medium
Aaron Jennings,Randyshire,126345,329,12510,12,Yes,10,Poor,10+ Years,100k+,1,Medium
George Chambers,Roblesberg,136266,793,11183,40,Yes,12,Excellent,10+ Years,100k+,1,Low
Sean Huang,Bowerschester,62527,357,35149,19,No,2,Poor,10+ Years,60k–79k,0,Medium
Megan Peters,East Barbaramouth,64970,662,5339,9,Yes,12,Fair,6–10 Years,60k–79k,1,Medium
Andre Terrell,New Catherine,50866,491,40006,7,No,1,Poor,6–10 Years,40k–59k,0,Medium
Nicole Thornton,Jenniferview,133202,723,6688,31,Yes,20,Good,10+ Years,100k+,1,Low
Jacqueline Gallegos,Javierport,121917,479,8355,23,Yes,15,Poor,10+ Years,100k+,1,Medium
Paula Gentry,Hunterfort,44168,812,11097,12,Yes,4,Excellent,10+ Years,40k–59k,1,Low
John Russo,Kimberlyberg,80140,400,34826,8,No,2,Poor,6–10 Years,80k–99k,0,Medium
Andrew Hughes,North Larryton,144316,389,22842,29,No,6,Poor,10+ Years,100k+,0,Medium
Ashley Miranda,Andrewport,35075,514,22029,12,No,2,Poor,10+ Years,<40k,0,Medium
Donald Flores,Lambertview,142537,452,11321,17,Yes,13,Poor,10+ Years,100k+,1,Medium
Tyler Castro,East Amyside,91694,626,18763,9,Yes,5,Fair,6–10 Years,80k–99k,1,Medium
Regina Andrews,North Larry,59154,646,36427,28,No,2,Fair,10+ Years,40k–59k,0,Medium
Allen Berger,North Patrickland,56158,736,26684,11,Yes,2,Good,10+ Years,40k–59k,1,Low
Stephanie Soto,Jensenport,137031,640,13985,34,Yes,10,Fair,10+ Years,100k+,1,Medium
Thomas Duran,North Lisa,90332,779,7374,29,Yes,12,Excellent,10+ Years,80k–99k,1,Low
Matthew Miranda,Hallbury,75830,447,41431,16,No,2,Poor,10+ Years,60k–79k,0,Medium
Jenna Lyons,Kristinamouth,70001,764,32949,1,No,2,Excellent,0–2 Years,60k–79k,0,Low
Brian Mendoza,West Katrina,137549,430,34288,6,No,4,Poor,6–10 Years,100k+,0,Medium
Miguel Rodriguez,Port Kevinmouth,134247,710,39701,26,Yes,3,Good,10+ Years,100k+,1,Low
David Moore,Reyesmouth,144206,513,46485,37,No,3,Poor,10+ Years,100k+,0,Medium
William Bradley,Amybury,59831,477,44424,4,No,1,Poor,3–5 Years,40k–59k,0,Medium
Michelle Copeland,New Caitlinmouth,59219,399,30177,11,No,2,Poor,10+ Years,40k–59k,0,Medium
Jared George,Murphyton,33101,392,15261,8,No,2,Poor,6–10 Years,<40k,0,Medium
Stephanie Fields,Port Dwayneberg,116511,763,35816,18,Yes,3,Excellent,10+ Years,100k+,1,Low
Kenneth Gonzalez,Kevinport,55313,745,48041,22,Yes,1,Good,10+ Years,40k–59k,1,Medium
Lauren Carr DDS,Port Kelly,82227,678,36971,3,No,2,Fair,3–5 Years,80k–99k,0,Medium
Justin Irwin,Port Juliantown,73025,540,29292,37,No,2,Poor,10+ Years,60k–79k,0,Medium
Evan Reyes,Grahamborough,66517,477,32121,8,No,2,Poor,6–10 Years,60k–79k,0,Medium
James Middleton,Mooreberg,143292,437,1760,4,No,81,Poor,3–5 Years,100k+,0,Medium
Brianna Dyer,Proctorberg,39099,386,9992,26,No,4,Poor,10+ Years,<40k,0,Medium
Stephanie Dominguez,Hansonmouth,131361,821,28795,35,Yes,5,Excellent,10+ Years,100k+,1,Low
Janice Perez,Jacobsshire,66585,810,48901,15,Yes,1,Excellent,10+ Years,60k–79k,1,Medium
Debra House,Arthurton,76025,794,47195,23,Yes,2,Excellent,10+ Years,60k–79k,1,Low
John Vaughn,Lake Jessica,114080,586,31470,33,Yes,4,Poor,10+ Years,100k+,1,Medium
Steve Davis,Mccoyland,96768,619,41176,3,No,2,Fair,3–5 Years,80k–99k,0,Medium
Kimberly Smith,Huntfort,82386,639,28591,22,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Thomas Curry,Bryanfort,119065,473,38542,3,No,3,Poor,3–5 Years,100k+,0,Medium
Dorothy Mclaughlin,West Toddberg,140580,817,6037,17,Yes,23,Excellent,10+ Years,100k+,1,Low
Luis Hill,Alexisville,100282,478,39782,9,No,3,Poor,6–10 Years,100k+,0,Medium
Jacqueline Thompson,South Henry,73404,840,3168,21,Yes,23,Excellent,10+ Years,60k–79k,1,Low
Dr. Linda Underwood,Mullinschester,33617,692,16594,28,No,2,Fair,10+ Years,<40k,0,Medium
Carol Lane,Brianview,45118,418,4442,10,No,10,Poor,6–10 Years,40k–59k,0,Medium
John Alvarez,South Frances,144955,699,32102,16,Yes,5,Fair,10+ Years,100k+,1,Medium
Seth Smith,Reyesmouth,64237,842,45752,2,Yes,1,Excellent,0–2 Years,60k–79k,1,Medium
Joseph Gomez,Bishopview,53405,643,18716,17,No,3,Fair,10+ Years,40k–59k,0,Medium
Dawn Silva,Mejiabury,106099,499,35075,21,No,3,Poor,10+ Years,100k+,0,Medium
Wendy Edwards,Lake Alanland,64795,312,27951,6,No,2,Poor,6–10 Years,60k–79k,0,Medium
Melissa Bell,Johnathanton,35014,324,41592,5,No,1,Poor,3–5 Years,<40k,0,Medium
Kristopher Shannon,New Danielle,44208,422,6661,38,No,7,Poor,10+ Years,40k–59k,0,Medium
Matthew Yoder,North Heather,108193,559,20304,29,No,5,Poor,10+ Years,100k+,0,Medium
Angela Chavez,Kaylamouth,86959,563,11614,4,No,7,Poor,3–5 Years,80k–99k,0,Medium
Antonio Price,West Stephanieview,75309,482,29873,4,No,3,Poor,3–5 Years,60k–79k,0,Medium
Timothy Bishop Jr.,Rodriguezside,125491,741,15312,39,Yes,8,Good,10+ Years,100k+,1,Low
Susan Baldwin,North Charlesshire,133078,556,30221,1,No,4,Poor,0–2 Years,100k+,0,Medium
Brittany Bowman,Lake Peterberg,71114,637,26646,36,No,3,Fair,10+ Years,60k–79k,0,Medium
Michael Wise,Grahamland,87199,531,1216,24,No,72,Poor,10+ Years,80k–99k,0,Medium
Sabrina Olson,Mathewport,109457,710,4617,40,Yes,24,Good,10+ Years,100k+,1,Low
Maria Diaz DVM,Christophermouth,97033,596,43453,12,No,2,Poor,10+ Years,80k–99k,0,Medium
Andrew Cruz,West Heather,45157,409,42328,22,No,1,Poor,10+ Years,40k–59k,0,Medium
Dr. Jeffrey Lopez,East Anthonyshire,80488,544,33062,24,No,2,Poor,10+ Years,80k–99k,0,Medium
Joshua Parker,Levytown,147899,337,23235,3,No,6,Poor,3–5 Years,100k+,0,Medium
Nathan Sullivan,Port Desiree,105574,835,31039,34,Yes,3,Excellent,10+ Years,100k+,1,Low
Kerry Buckley,Lake Donaldtown,54914,782,41525,2,Yes,1,Excellent,0–2 Years,40k–59k,1,Medium
Matthew Smith,West Loriville,63386,767,41057,10,Yes,2,Excellent,6–10 Years,60k–79k,1,Low
Amy Roth,South Brookebury,35817,364,14280,27,No,3,Poor,10+ Years,<40k,0,Medium
Russell Rojas,Nguyenshire,122901,440,22075,13,No,6,Poor,10+ Years,100k+,0,Medium
Leslie Rogers,West Donaldchester,87154,472,46632,23,No,2,Poor,10+ Years,80k–99k,0,Medium
Jessica Frost,East Craigfurt,30221,461,2024,31,No,15,Poor,10+ Years,<40k,0,Medium
Adam Howe,Robertfort,98146,429,14510,9,No,7,Poor,6–10 Years,80k–99k,0,Medium
Kelly Jenkins,New Heather,135710,484,48002,31,No,3,Poor,10+ Years,100k+,0,Medium
Anita Serrano,Michaeltown,100575,541,13576,7,No,7,Poor,6–10 Years,100k+,0,Medium
Dr. Lisa Huffman,South Kaylee,120027,513,19115,3,No,6,Poor,3–5 Years,100k+,0,Medium
Robert Jennings,Jimenezburgh,124297,344,4540,23,Yes,27,Poor,10+ Years,100k+,1,Medium
Jeffrey Cook,Williamston,127248,850,12526,10,Yes,10,Excellent,6–10 Years,100k+,1,Low
Karina Wilson,Lake Sean,126605,633,28463,12,Yes,4,Fair,10+ Years,100k+,1,Medium
Stephanie Hall,West Jeremybury,117900,722,14104,24,Yes,8,Good,10+ Years,100k+,1,Low
Angel Richards,South Dustinmouth,55825,482,26384,23,No,2,Poor,10+ Years,40k–59k,0,Medium
Nathan Chen,Jamesberg,77739,332,46364,36,No,2,Poor,10+ Years,60k–79k,0,Medium
Chad York,Barnesmouth,86531,525,20343,38,No,4,Poor,10+ Years,80k–99k,0,Medium
Robert Cisneros,New Tara,39171,535,6667,26,No,6,Poor,10+ Years,<40k,0,Medium
Katherine Forbes,Hoodview,117062,314,48842,27,No,2,Poor,10+ Years,100k+,0,Medium
Danielle Murphy,New Sophia,73279,305,28379,2,No,3,Poor,0–2 Years,60k–79k,0,Medium
John Mack,South Amandafort,111678,400,30651,31,No,4,Poor,10+ Years,100k+,0,Medium
Justin Smith,Dodsonberg,71145,667,20384,15,No,3,Fair,10+ Years,60k–79k,0,Medium
Ann Castillo,Evanmouth,116951,324,30808,29,No,4,Poor,10+ Years,100k+,0,Medium
Shelly Sullivan,Courtneytown,141151,372,26223,21,No,5,Poor,10+ Years,100k+,0,Medium
Elizabeth Mullins,Port Gail,46334,643,49218,3,No,1,Fair,3–5 Years,40k–59k,0,Medium
Susan Cox,North Patrickmouth,124339,341,24958,23,No,5,Poor,10+ Years,100k+,0,Medium
Justin Jones,East Tina,147970,544,36365,7,No,4,Poor,6–10 Years,100k+,0,Medium
Nancy Goodwin,Port Julie,69363,530,22001,22,No,3,Poor,10+ Years,60k–79k,0,Medium
Kathy Henderson,North Nathanmouth,96469,797,33863,33,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Julie Patel,Shannonstad,70538,367,13343,29,No,5,Poor,10+ Years,60k–79k,0,Medium
James White,North Fredville,117410,451,33527,9,No,4,Poor,6–10 Years,100k+,0,Medium
Kelly Burton,Robertside,83528,435,32057,22,No,3,Poor,10+ Years,80k–99k,0,Medium
Oscar Smith,North Andrew,72753,537,35053,21,No,2,Poor,10+ Years,60k–79k,0,Medium
Grant Lucas,Toddhaven,82743,755,31015,19,Yes,3,Excellent,10+ Years,80k–99k,1,Low
Stephanie Parker,Jeremystad,121384,595,4101,9,Yes,30,Poor,6–10 Years,100k+,1,Medium
Jesus Jackson,Lake Amanda,68752,486,12492,9,No,6,Poor,6–10 Years,60k–79k,0,Medium
Bruce Chaney,South Jorge,102667,488,14445,35,No,7,Poor,10+ Years,100k+,0,Medium
Mary Spence,West Shane,46683,466,35972,19,No,1,Poor,10+ Years,40k–59k,0,Medium
Alexander Velazquez,South Sarah,55144,459,1281,34,No,43,Poor,10+ Years,40k–59k,0,Medium
Erin Thornton,Kempshire,85108,450,38043,28,No,2,Poor,10+ Years,80k–99k,0,Medium
Michael Wilson,South Christinabury,117153,756,24422,5,Yes,5,Excellent,3–5 Years,100k+,1,Low
Lee Lee,Port Shari,79695,584,13826,1,No,6,Poor,0–2 Years,60k–79k,0,Medium
Samuel Rhodes,New Prestonfort,118777,625,40529,38,Yes,3,Fair,10+ Years,100k+,1,Medium
Amy Estrada,Hernandezchester,128059,678,26304,23,Yes,5,Fair,10+ Years,100k+,1,Medium
Gregory Parker,Sawyerland,148332,520,48700,28,No,3,Poor,10+ Years,100k+,0,Medium
Jennifer Ramos,Port Jessica,52810,734,48749,26,Yes,1,Good,10+ Years,40k–59k,1,Medium
Kevin Miller,West Thomas,110676,837,22981,4,Yes,5,Excellent,3–5 Years,100k+,1,Low
Leslie Bennett,South Danielleview,104593,724,12461,35,Yes,8,Good,10+ Years,100k+,1,Low
Keith Melendez,East Marisa,69446,596,37298,31,No,2,Poor,10+ Years,60k–79k,0,Medium
Ronald Davenport,Troymouth,83225,529,2758,0,No,30,Poor,0–2 Years,80k–99k,0,Medium
Eric Davidson,Martinezport,101819,727,12755,31,Yes,8,Good,10+ Years,100k+,1,Low
Maria Johnson,Trevorland,139278,670,39080,30,Yes,4,Fair,10+ Years,100k+,1,Medium
Sheena Burton,Mccannville,30053,682,34588,36,No,1,Fair,10+ Years,<40k,0,Medium
David Perkins,West Steven,69829,438,24421,10,No,3,Poor,6–10 Years,60k–79k,0,Medium
Isaac Fields,Brandonport,67606,842,42873,4,Yes,2,Excellent,3–5 Years,60k–79k,1,Low
Pamela White,New Karenside,57549,630,21723,19,No,3,Fair,10+ Years,40k–59k,0,Medium
Michael Cox,Madelinetown,86346,440,34958,18,No,2,Poor,10+ Years,80k–99k,0,Medium
John Peterson,North Jeffery,132990,815,15490,12,Yes,9,Excellent,10+ Years,100k+,1,Low
Kristin Norris,South Stevenland,106019,419,9600,1,No,11,Poor,0–2 Years,100k+,0,Medium
Eric Cox,Prestonhaven,109516,650,12285,19,Yes,9,Fair,10+ Years,100k+,1,Medium
Robert Walker,Lake Jeremy,115813,428,14752,8,No,8,Poor,6–10 Years,100k+,0,Medium
Mrs. Pamela Rodriguez,Port Toddchester,72237,343,13868,6,No,5,Poor,6–10 Years,60k–79k,0,Medium
Matthew Watkins,Wilsonview,90946,344,5341,19,No,17,Poor,10+ Years,80k–99k,0,Medium
Nicole Patton,New Rachel,87905,489,44948,22,No,2,Poor,10+ Years,80k–99k,0,Medium
Charles Francis,Stacystad,87954,660,11522,32,Yes,8,Fair,10+ Years,80k–99k,1,Medium
Lisa Wagner,North Loritown,118555,841,15221,12,Yes,8,Excellent,10+ Years,100k+,1,Low
Carolyn Webster,Lake Coreyborough,58010,816,47383,30,Yes,1,Excellent,10+ Years,40k–59k,1,Medium
Kevin Gonzales,East Maryfurt,97000,734,15042,32,Yes,6,Good,10+ Years,80k–99k,1,Low
Brian Rollins,South Danielberg,92021,807,24674,18,Yes,4,Excellent,10+ Years,80k–99k,1,Low
Amanda Murphy,South Justinport,134036,754,15802,35,Yes,8,Excellent,10+ Years,100k+,1,Low
William Patterson,Port Leahstad,148119,483,1837,31,Yes,81,Poor,10+ Years,100k+,1,Medium
Jennifer Mills,North Douglasfurt,134336,404,49590,10,No,3,Poor,6–10 Years,100k+,0,Medium
William Morgan,Martinezchester,126463,811,19252,37,Yes,7,Excellent,10+ Years,100k+,1,Low
Nicole Owen,Kellyfurt,52241,796,34516,17,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Jesse Martinez,Crawfordberg,116356,330,7527,3,No,15,Poor,3–5 Years,100k+,0,Medium
Kathleen Johnson,South Cassandra,41114,634,11009,19,No,4,Fair,10+ Years,40k–59k,0,Medium
Anne Jones,Sparksborough,67196,600,44390,31,No,2,Fair,10+ Years,60k–79k,0,Medium
Dennis Cooper PhD,Port Anthonychester,97561,421,26141,28,No,4,Poor,10+ Years,80k–99k,0,Medium
James Stevens,East Angelaport,117012,468,33209,27,No,4,Poor,10+ Years,100k+,0,Medium
Mike Freeman,New Emilyside,112960,781,32189,35,Yes,4,Excellent,10+ Years,100k+,1,Low
Katie Myers,Garzafurt,111167,661,19640,20,Yes,6,Fair,10+ Years,100k+,1,Medium
Kevin Anderson,Michaelshire,73933,327,41970,21,No,2,Poor,10+ Years,60k–79k,0,Medium
Jeffrey Braun,Bellbury,42240,553,16376,19,No,3,Poor,10+ Years,40k–59k,0,Medium
Susan Jones,Dannyburgh,137272,320,36285,20,No,4,Poor,10+ Years,100k+,0,Medium
Matthew Henderson,Adamsfort,128453,322,21743,24,No,6,Poor,10+ Years,100k+,0,Medium
Erica Davis,Garciaborough,60784,644,33553,32,No,2,Fair,10+ Years,60k–79k,0,Medium
Mary Jackson,Michaelchester,118184,506,33568,40,No,4,Poor,10+ Years,100k+,0,Medium
Rachel Pittman,West Joseph,70687,604,38586,25,No,2,Fair,10+ Years,60k–79k,0,Medium
Lori Rubio,New Matthewland,59444,843,32147,27,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Robert Pearson,Williamport,135717,743,44480,34,Yes,3,Good,10+ Years,100k+,1,Low
Jason King,Powersside,56100,484,2219,40,No,25,Poor,10+ Years,40k–59k,0,Medium
Shari Ray,Lake Suzanne,49313,778,18559,40,Yes,3,Excellent,10+ Years,40k–59k,1,Low
Lisa Hammond,Michaelton,33201,834,14149,23,Yes,2,Excellent,10+ Years,<40k,1,Low
David Francis,Meganchester,36057,626,5222,40,No,7,Fair,10+ Years,<40k,0,Medium
Jason Colon,West Gloria,62092,541,27598,15,No,2,Poor,10+ Years,60k–79k,0,Medium
Corey Sanchez,Stevenside,92277,746,28657,2,Yes,3,Good,0–2 Years,80k–99k,1,Low
Dominic Johnson,Donnaburgh,110120,343,48348,31,No,2,Poor,10+ Years,100k+,0,Medium
Amy Mosley,Carolynland,141376,716,24818,5,Yes,6,Good,3–5 Years,100k+,1,Low
Ryan Cameron,North Ashley,130727,812,8906,33,Yes,15,Excellent,10+ Years,100k+,1,Low
Lauren Hampton,Tylerland,39545,543,40309,7,No,1,Poor,6–10 Years,<40k,0,Medium
Emily Collier,Shafferbury,89692,733,15287,9,Yes,6,Good,6–10 Years,80k–99k,1,Low
Daniel Hill,Kingshire,84321,357,33136,34,No,3,Poor,10+ Years,80k–99k,0,Medium
Travis Stewart,Wellsbury,146147,584,10496,23,Yes,14,Poor,10+ Years,100k+,1,Medium
Jacob Parker,Port Joditon,112544,545,17579,35,No,6,Poor,10+ Years,100k+,0,Medium
Mark Haynes,New Michellemouth,105454,697,1515,25,Yes,70,Fair,10+ Years,100k+,1,Medium
Tabitha Turner,West Jason,55485,464,29760,40,No,2,Poor,10+ Years,40k–59k,0,Medium
Robert Newman,West Michellefort,124155,782,49296,26,Yes,3,Excellent,10+ Years,100k+,1,Low
Faith Henderson,Port Ethanview,121272,818,5349,22,Yes,23,Excellent,10+ Years,100k+,1,Low
Nicholas Kelley,Shawntown,80328,353,43033,11,No,2,Poor,10+ Years,80k–99k,0,Medium
Rachel Taylor,Gonzalezport,94799,621,38736,5,No,2,Fair,3–5 Years,80k–99k,0,Medium
David Reeves,Port Brooke,82383,720,21932,28,Yes,4,Good,10+ Years,80k–99k,1,Low
Nicholas Green,Laurenborough,61979,386,28164,23,No,2,Poor,10+ Years,60k–79k,0,Medium
Shawn Duffy,North Stacy,49342,534,6831,29,No,7,Poor,10+ Years,40k–59k,0,Medium
Michael Jackson,Williamsonview,115990,452,6836,23,Yes,17,Poor,10+ Years,100k+,1,Medium
Keith Smith,Ayalamouth,120128,806,8766,14,Yes,14,Excellent,10+ Years,100k+,1,Low
Cheryl Atkins,Keithfort,30726,691,9532,27,No,3,Fair,10+ Years,<40k,0,Medium
Lindsay Carney,Jessicaborough,147002,728,12820,26,Yes,11,Good,10+ Years,100k+,1,Low
Alyssa Cherry,New Shannon,128430,554,25224,37,No,5,Poor,10+ Years,100k+,0,Medium
Judith Smith,Port Marcus,142779,707,46013,13,Yes,3,Good,10+ Years,100k+,1,Low
Michelle Fitzgerald,Charlesside,130931,360,4415,21,Yes,30,Poor,10+ Years,100k+,1,Medium
Kaitlin Gomez,North Jonfurt,146059,609,26866,23,Yes,5,Fair,10+ Years,100k+,1,Medium
Steven Williams,West Geoffrey,43970,804,23228,29,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Evan Moreno,West Darryl,132029,345,9380,31,Yes,14,Poor,10+ Years,100k+,1,Medium
Sandy Adkins,Campbellview,85724,570,34880,20,No,2,Poor,10+ Years,80k–99k,0,Medium
Christopher Doyle,Gallagherberg,58683,750,4487,12,Yes,13,Excellent,10+ Years,40k–59k,1,Low
Michael Graham,Williamsstad,53053,796,30999,31,Yes,2,Excellent,10+ Years,40k–59k,1,Low
Nathan Hernandez,Claytonport,135396,484,12029,32,Yes,11,Poor,10+ Years,100k+,1,Medium
Kristine Alvarado,New Whitney,121214,304,35472,36,No,3,Poor,10+ Years,100k+,0,Medium
Thomas Sanchez,Rhodesmouth,97889,326,19630,7,No,5,Poor,6–10 Years,80k–99k,0,Medium
Kevin Bean,Ericland,90889,771,47380,30,Yes,2,Excellent,10+ Years,80k–99k,1,Low
Tyler Wheeler,West Taramouth,36582,632,48942,36,No,1,Fair,10+ Years,<40k,0,Medium
Scott Solis,Marcuston,103060,372,36858,38,No,3,Poor,10+ Years,100k+,0,Medium
James Thompson,Davisborough,62662,466,26460,25,No,2,Poor,10+ Years,60k–79k,0,Medium
Paul Valdez,West Travischester,141193,617,45889,38,Yes,3,Fair,10+ Years,100k+,1,Medium
Max Collier,South Sean,45906,697,32223,17,No,1,Fair,10+ Years,40k–59k,0,Medium
Jenny Avila,Christinachester,89829,736,7091,2,Yes,13,Good,0–2 Years,80k–99k,1,Low
Valerie Rhodes,South Alison,47477,837,6503,18,Yes,7,Excellent,10+ Years,40k–59k,1,Low
Bob Solis,Edgarberg,135043,607,17295,33,Yes,8,Fair,10+ Years,100k+,1,Medium
Keith Arnold,New Danielchester,90901,722,7192,29,Yes,13,Good,10+ Years,80k–99k,1,Low
Laura King,Brendahaven,117500,316,8466,29,Yes,14,Poor,10+ Years,100k+,1,Medium
Clarence Long,South Nancyport,99616,621,39483,29,Yes,3,Fair,10+ Years,80k–99k,1,Medium
Joanna Morton,Tammyburgh,103259,516,13129,5,No,8,Poor,3–5 Years,100k+,0,Medium
Lindsey Savage,South Amandatown,108047,704,8646,0,Yes,12,Good,0–2 Years,100k+,1,Low
John Holt,Turnerstad,71588,704,20834,5,Yes,3,Good,3–5 Years,60k–79k,1,Low
Adrian Rodriguez,Lake Taratown,128992,514,32530,9,No,4,Poor,6–10 Years,100k+,0,Medium
Jessica Garrett,North Kevin,146840,774,10710,30,Yes,14,Excellent,10+ Years,100k+,1,Low
Bruce Barrera,Maynardfort,88008,320,30459,37,No,3,Poor,10+ Years,80k–99k,0,Medium
Edward Gallegos,Williamstown,110301,405,42314,27,No,3,Poor,10+ Years,100k+,0,Medium
Sarah Mclaughlin,Benjaminfurt,136824,797,34643,37,Yes,4,Excellent,10+ Years,100k+,1,Low
Taylor Stein,Hallton,124276,840,2246,27,Yes,55,Excellent,10+ Years,100k+,1,Low
